;[Bacteroides]_pectinophilus_ATCC_43243;-  Human, Homo sapiens Host-associated 
;Staphylococcus_aureus_strain_BSAR171_2;  Dog, Canis lupus familiaris  
;Staphylococcus_aureus_strain_BSAR172_2;  Dog, Canis lupus familiaris  
;Staphylococcus_aureus_strain_BSAR173_2;  Dog, Canis lupus familiaris  
;Staphylococcus_aureus_strain_BSAR174_2;  Dog, Canis lupus familiaris  
;Staphylococcus_aureus_strain_BSAR176_2;  Dog, Canis lupus familiaris  
;Staphylococcus_aureus_strain_BSAR177_2;  Dog, Canis lupus familiaris  
;Staphylococcus_aureus_strain_BSAR178_2;  Dog, Canis lupus familiaris  
;Staphylococcus_aureus_strain_BSAR180;  Dog, Canis lupus familiaris  
;Staphylococcus_aureus_strain_BSAR182;  Dog, Canis lupus familiaris  
;Staphylococcus_aureus_strain_BSAR183_2;  Dog, Canis lupus familiaris  
;Staphylococcus_aureus_strain_BSAR185_2;  Dog, Canis lupus familiaris  
;Staphylococcus_aureus_strain_BSAR186_2;  Dog, Canis lupus familiaris  
;Staphylococcus_aureus_strain_BSAR187_2;  Dog, Canis lupus familiaris  
;Staphylococcus_aureus_strain_BSAR188_2;  Cat, Felis catus  
;Staphylococcus_aureus_strain_BSAR190_2;  Dog, Canis lupus familiaris  
;Staphylococcus_aureus_strain_BSAR191_2;  Dog, Canis lupus familiaris  
;Staphylococcus_aureus_strain_BSAR193_2;  Dog, Canis lupus familiaris  
;Staphylococcus_aureus_strain_BSAR194_2;  Dog, Canis lupus familiaris  
;Staphylococcus_aureus_strain_BSAR195_2;  Dog, Canis lupus familiaris  
;Staphylococcus_aureus_strain_BSAR196_2;  Dog, Canis lupus familiaris  
;Staphylococcus_aureus_strain_BSAR199_2;  Cat, Felis catus  
;Staphylococcus_aureus_strain_BSAR200_2;  Dog, Canis lupus familiaris  
;Staphylococcus_aureus_strain_BSAR202;  Dog, Canis lupus familiaris  
;Staphylococcus_aureus_strain_BSAR203;  Dog, Canis lupus familiaris  
;Staphylococcus_aureus_strain_BSAR204_2;  Dog, Canis lupus familiaris  
;Staphylococcus_aureus_strain_BSAR205;  Dog, Canis lupus familiaris  
;Staphylococcus_aureus_strain_BSAR208;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BSAR213;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BSAR486;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BSAR57;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BSAR58;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BSAR705;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BSAR706;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BSAR707;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BSAR708;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BSAR710;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BSAR719;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BSAR724;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BSAR725;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BSAR726;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BSAR729;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BSAR732;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BSAR734;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BSAR739;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BSAR740;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BSAR745;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BSAR747;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BSAR748;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BSAR77;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BSAR858;  Dog, Canis lupus familiaris  
;Staphylococcus_aureus_strain_BSAR860;  Dog, Canis lupus familiaris  
;Staphylococcus_aureus_strain_BSAR863;  Dog, Canis lupus familiaris  
;Staphylococcus_aureus_strain_BSAR864;  Dog, Canis lupus familiaris  
;Staphylococcus_aureus_strain_BSAR865;  Cat, Felis catus  
;Staphylococcus_aureus_strain_BSAR866;  Cat, Felis catus  
;Staphylococcus_aureus_strain_BSAR870;  Dog, Canis lupus familiaris  
;Staphylococcus_aureus_strain_BSAR872;  Dog, Canis lupus familiaris  
;Staphylococcus_aureus_strain_BSAR873;  Dog, Canis lupus familiaris  
;Staphylococcus_aureus_strain_BSAR874;  Dog, Canis lupus familiaris  
;Staphylococcus_aureus_strain_BU_G0201_t8;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BU_G0202_t2;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BU_G0301_t8;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BU_G0701_t5;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BU_G0706B_t8;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BU_G1001_t8;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BU_G1074_t4;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BU_G1101_t2;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BU_G1201_t13;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BU_G1201_t8;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BU_G1905_t3;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BU_G2601A_t9;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BU_N17W_t2;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BU_N17Y_t2;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BU_N22_t6;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BU_N3_t2;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BU_W12_t13;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BU_W13_t1;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BU_W22_t4;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BU_W6_t1;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BU_W7A_t11;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_BY2;  Pig, Sus scrofa  
;Staphylococcus_aureus_strain_BY46-2;  Pig, Sus scrofa  
;Staphylococcus_aureus_strain_BY48-1;  Pig, Sus scrofa  
;Staphylococcus_aureus_strain_BY49-2;  Pig, Sus scrofa  
;Staphylococcus_aureus_strain_BY51;  Pig, Sus scrofa  
;Staphylococcus_aureus_strain_BY53;  Pig, Sus scrofa  
;Staphylococcus_aureus_strain_BY54;  Pig, Sus scrofa  
;Staphylococcus_aureus_strain_BY55-1;  Pig, Sus scrofa  
;Staphylococcus_aureus_strain_BY56-1;  Pig, Sus scrofa  
;Staphylococcus_aureus_strain_BY59-1;  Pig, Sus scrofa  
;Staphylococcus_aureus_strain_BY65;  Pig, Sus scrofa  
;Staphylococcus_aureus_strain_BY68;  Pig, Sus scrofa  
;Staphylococcus_aureus_strain_BY69;  Pig, Sus scrofa  
;Staphylococcus_aureus_strain_BY7;  Pig, Sus scrofa  
;Staphylococcus_aureus_strain_BY73;  Pig, Sus scrofa  
;Staphylococcus_aureus_strain_BY74;  Pig, Sus scrofa  
;Staphylococcus_aureus_strain_BY78;  Pig, Sus scrofa  
;Staphylococcus_aureus_strain_BY80;  Pig, Sus scrofa  
;Staphylococcus_aureus_strain_BY82;  Pig, Sus scrofa  
;Staphylococcus_aureus_strain_BY89;  Pig, Sus scrofa  
;Staphylococcus_aureus_strain_Brady-SAP149;    
;Staphylococcus_aureus_strain_Btn_1626;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C0279;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C0772;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C1058;Positive  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C123;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C1378;Positive  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C1396;Positive  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C1407;Positive  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C1410;Positive  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C1427;Positive  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C1440;Positive  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C1504;Positive  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C1512;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C1543;Positive  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C1555;Positive  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C1636;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C1667;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C1675;Positive  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C1762;Positive  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C1768;Positive  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C1782;Positive  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C18;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C186;Positive  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C1979;Positive  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C2;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C2191;Positive  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C2304;Positive  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C2403;Positive  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C2406;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C2485;Positive  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C2701;Positive  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C2768;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C2778;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C329;Positive  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C3310;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C3528;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C3948;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C4;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C4862;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C6;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C679;Positive  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C7;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C720_MRSA;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C80;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C8879;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_C9;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CA12;Positive  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CA12;Positive  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CA14;Positive  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CA15;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CA15;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CA15;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CA17;Positive  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CBLA1;    
;Staphylococcus_aureus_strain_CBLA10;    
;Staphylococcus_aureus_strain_CBLA11;    
;Staphylococcus_aureus_strain_CBLA12;    
;Staphylococcus_aureus_strain_CBLA13;    
;Staphylococcus_aureus_strain_CBLA14;    
;Staphylococcus_aureus_strain_CBLA15;    
;Staphylococcus_aureus_strain_CBLA2;    
;Staphylococcus_aureus_strain_CBLA3;    
;Staphylococcus_aureus_strain_CBLA4;    
;Staphylococcus_aureus_strain_CBLA5;    
;Staphylococcus_aureus_strain_CBLA6;    
;Staphylococcus_aureus_strain_CBLA7;    
;Staphylococcus_aureus_strain_CBLA8;    
;Staphylococcus_aureus_strain_CBLA9;    
;Staphylococcus_aureus_strain_CC017;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CC017;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CC022;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CC022;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CC022;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CC072;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CC072;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CC1-MRSA-IV;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CC169;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CC169;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CC169;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CC175;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CC175;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CC175;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CC445;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CC445;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CC5;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CDC_368-04;    
;Staphylococcus_aureus_strain_CDC_73-57501;Positive    
;Staphylococcus_aureus_strain_CFBR-101;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-101;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-101;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-101;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-101;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-102;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-105;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-105;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-105;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-105;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-105;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-105;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-120;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-122;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-123;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-134;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-146;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-148;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-149;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-150;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-150;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-152;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-153;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-170;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-171;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-172;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-178;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-196;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-201;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-213;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-219;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-238;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-280;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-280;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-280;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-309;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-314;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-316;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-322;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-336;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-429;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-430;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-447;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-487;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-487;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-509;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-515;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-530;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFBR-573;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA001;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA003;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA004;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA005;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA006;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA007;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA008;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA009;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA010;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA011;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA012;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA013;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA014;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA015;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA016;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA017;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA018;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA019;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA020;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA021;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA022;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA023;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA024;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA025;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA026;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA027;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA028;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA029;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA030;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA031;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA032;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA033;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA034;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA035;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA036;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA037;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA038;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA039;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA040;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA041;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA043;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA044;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA045;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA046;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA047;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA048;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA049;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA050;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA051;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA052;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA053;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA054;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA055;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA070;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA071;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA072;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA073;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA074;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA075;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA076;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA077;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA078;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA079;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA080;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA081;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA082;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA083;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA084;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA085;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA086;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA087;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA088;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA089;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA090;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA091;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA092;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA093;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA094;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA095;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA096;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA097;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA098;  Human, Homo sapiens  
;Staphylococcus_aureus_strain_CFSA101;  Human, Homo sapiens  
